name,description,cuisine,course,ingredients_name,ingredients_quantity,prep_time (in mins),cook_time (in mins),instructions,image_url,flavour
दनयाचि आमटी रेसिपी - Maharashtrian Style Groundnut Curry (Recipe In Hindi),दनयाचि आमटी एक सरल मूंगफली की करी है जिसे व्रत के दिनों में बनाया जाता है. इसमें मूंगफली को पीसकर उसमे घी और महाराष्ट्रियन मसालो का तड़का लगाया जाता है. छास या कोकुम का भी प्रयोग किया जाता है जो इस रेसिपी को एक स्वादिष्ट फ्लेवर देता है.,Maharashtrian Recipes,Lunch,"मूंगफली , पानी , शक्कर, छास, जीरा, घी, हरी मिर्च, नमक, हरा धनिया","1 कप मूंगफली  , सेक ले  2-1/2 कप पानी   2 छोटे चमच्च शक्कर  1/4 कप छास , या 4 कोकम  2 छोटे चमच्च जीरा घी , प्रयोग अनुसार  3-4 हरी मिर्च , बारीक काट ले नमक , स्वाद अनुसार, व्रत के लिए काला नमक  3 टहनी हरा धनिया , काट ले",0.0,15.0,"दनयाचि आमटी बनाने के लिए सबसे पहले मूंगफली को एक ब्लेंडर में डाले और पेस्ट बना ले. पिस्टे वक़्त थोड़े पानी का प्रयोग करें। एक सॉसपैन में मूंगफली का पेस्ट, पानी, नमक, कोकम (वैकल्पिक) और शक्कर डाले। मिला ले और 5 से 6 मिनट तक पकने दे. अगर अपने कोकम का प्रयोग नहीं किया है तो इसमें छास डाले और मिला ले. 1 मिनट तक धीमी आंच पर पकाए और गैस बंद कर दे. तड़के के लिए एक तड़का पैन में घी डाले। इसमें जीरा, हरी मिर्च डाले और 10 सेकण्ड्स तक पकने दे. इस तड़के को करी में डाले और मिला ले. गरमा गरम परोसे। दनयाचि आमटी को साबूदाना खिचड़ी के साथ व्रत के दिनों के लिए परोसे।",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuli_Ajay/Danyachi_Amti_Maharashtrian_style_groundnut_curry.jpg,unknown
केरला स्टाइल वेदक्कै उप्पादन रेसिपी - Okra Curry Without Coconut (Recipe In Hindi),केरला स्टाइल वेदक्कै उप्पादन एक पारम्परिक रेसिपी है जिसे केरला में ज्यादातर बनाया जाता है. दूसरी डिशेस की तरह इसमें नारियल का प्रयोग नहीं किया जाता। यह एक आसान रेसिपी है जिसमे मसालो को सेक कर पिसा जाता है और इस डिश में उसका प्रयोग किया जाता है. ,Kerala Recipes,Dinner,"भिंडी, इमली, हल्दी पाउडर, नारियल का तेल , राइ, हींग, कढ़ी पत्ता , नमक, मेथी, चावल, सुखी लाल मिर्च ","200 ग्राम भिंडी , 1 इंच में काट ले इमली , थोड़ा  1/4 छोटा चमच्च हल्दी पाउडर  1 बड़ा चमच्च नारियल का तेल   1 छोटा चमच्च राइ  1/4 छोटा चमच्च हींग  1 टहनी कढ़ी पत्ता  नमक , स्वाद अनुसार सेक कर पीस ले 1 छोटा चमच्च मेथी  2 बड़े चमच्च चावल  2 सुखी लाल मिर्च",15.0,20.0,"केरला स्टाइल वेदक्कै उप्पादन बनाने के लिए सबसे पहले इमली को थोड़े गरम पानी में 10 मिनट के लिए भिगो ले. इसमें से इमली का पानी निकाले और अलग से रख दे. अब एक कढ़ाई गरम करें। इसमें सारे सेक कर पीसने वाले मसाले डाले और 1 से 2 मिनट के लिए सेक ले. अब इसे मिक्सर ग्राइंडर में डाले और पीस ले. अलग से रख दे. उसी कढ़ाई में थोड़ा नारियल का तेल डाले। इसमें हींग, कढ़ी पत्ता डाले और 10 सेकण्ड्स के बाद इसमें ओकरा डाले और 2 मिनट के लिए पकने दे. इसके बाद इसमें 1 कप पानी, हल्दी पाउडर, नमक डाले, कढ़ाई को ढके और ओकरा के पकने तक पकाए। इसमें 3-4 मिनट लगेंगे। अब इसमे पिसा हुआ मसाला डाले और 2 से 3 मिनट तक पकने दे. परोसे। केरला स्टाइल वेदक्कै उप्पादन को चाउ चाउ थोरन और चावल के साथ दिन के खाने के लिए परोसे।",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/23-feb/Uppadan_Kerala_Style_Recipe-3.jpg,unknown
Buttered Carrot Fingers Recipe (Finger Food For Babies Over 9 Months),"Buttered Carrots are brilliant finger food that you can offer to your babies from 9 months onwards. As your baby approaches the age of 9 months, he/she are keen to grab and put anything that they can find into their mouth especially since they would've just started teething. These bite sized carrot fingers make for a perfect dish to start off your babies in to world of self feeding as they are easy to hold and provide the bite that babies need during their teething process. ",Indian,Snack,"Carrot (Gajjar), Butter (Unsalted), Cumin powder (Jeera), Black pepper powder, Salt","1 Carrot (Gajjar) , washed and peeled  1 teaspoon Butter (Unsalted) Cumin powder (Jeera) , a pinch Black pepper powder , a pinch Salt , optionally a pinch",10.0,5.0,"To begin making Buttered Carrot Fingers, dice the washed and peeled carrots into an inch wide and 4 inch long sticks. Add these diced carrots to a pressure cooker along with a pinch of salt and with 2 tablespoons water.Cover the pressure cooker and cook for one whistle. After the first whistle, turn off the heat and remove the pressure immediately by running the pressure cooker under cold water. This will prevent the carrots from getting overcooked.Place a pan on low-medium flame, and add one teaspoon of unsalted butter. Once the butter has melted, add the steamed carrots to the pan.Saute for a couple of minutes until the butter has coated to the carrots. Turn off the flame. Sprinkle a small pinch of cumin powder or pepper powder on top of the carrots and optionally pinch of salt.Serve these Buttered Carrot Fingers to your toddlers from 10 months onwards as finger foods/snack or even when travelling as they make for a perfect snack.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sandhya-archanaskitchen.com/Buttered_Carrot_Fingers_Recipe_Finger_food_for_babies_over_9_months_1600.jpg,savory
Jello Poke Cake Recipe,"Jello poke cake is a new way to make your run of the mill vanilla cake with frosting. In this recipe, the cake is baked, cooled and soaked with jelly mix. When the jelly sets, the cake gets a texture of soft and chewy which is an absolute party in your mouth. Top off the cake with some vanilla buttercream frosting and chopped nuts as garnish. You can also use Chocolate Ganache or even some fresh cut fruits as a topping for your Jello Poke Cake.",Continental,Dessert,"Vivatta Maida, Baking powder, Butter (Unsalted), Sugar, Whole Eggs, Milk, Salt, Sprig Extract of Natural Bourbon Vanilla, Jelly Mix, Hot water, Sugar, Milk, Butter (Unsalted), Sprig Extract of Natural Bourbon Vanilla, Walnuts, Pecans","For the cake 1 1/2 cups Vivatta Maida  1 tablespoon Baking powder  1/2 cup Butter (Unsalted) , at room temperature  1 cup Sugar  2 Whole Eggs  1/2 cup Milk  1/4 teaspoon Salt  1/2 teaspoon Sprig Extract of Natural Bourbon Vanilla  1 Jelly Mix , any flavour will do  1 cup Hot water For the frosting 1 1/2 cups Sugar , powdered  1/2 tablespoon Milk  1/6 cup Butter (Unsalted) , at room temperature  1/2 teaspoon Sprig Extract of Natural Bourbon Vanilla  1 cup Walnuts , chopped  1 cup Pecans , chopped",20.0,35.0,"To begin making Jello Poke Cake Recipe, preheat the oven to 400/200 F/CIn a large glass mixing bowl, sift Vivatta Maida, baking powder and salt. In an another bowl add the soft butter and sugar and whisk with a spatula or use an electric mixer set on low speed. Make it soft and fluffy then add eggs (one at a time), add vanilla extract and milk and beat on high speed for 2 minutes. Add this mixture to the maida and mix until cake batter is homogeneous and all the ingredients have combined well. Grease an 8 inch round cake pan with butter or cooking oil and dust with flour.Pour cake batter and bake for 30 - 35 minutes. When you insert a skewer inside the cake, it should come out clean. Cool cake in a pan for 5 minutes then place it in a wire rack and cool completely.Using a chopstick or wooden spoon, poke all over the cake so that there is space for the jelly to set.Mix jello powder in 1 cup boiling water until dissolves. Carefully pour the liquid all over the cake. Cover and place it in refrigerator for 3 hours to set.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/usashis-gmail.com/Jello_Poke_Cake.jpg,sweet
आंध्रा चमा डम्पा पुलुसु रेसिपी - Arbi With Sesame Tamarind Sauce (Recipe In Hindi),आंध्रा चमा डम्पा पुलुसु एक पारम्परिक डिश है जिसे बहुत लम्बे समय से बनाया जा रहा है. इस डिश में उबली हुई अरबी को इमली के ग्रेवी में पकाया जाता है. आप इसे अपने रोज के खाने के लिए बना सकते है.,Andhra,Dinner,"अरबी, इमली का पेस्ट, हरी मिर्च, तिल (सफ़ेद), नमक, तेल, राइ, जीरा, हल्दी पाउडर, कढ़ी पत्ता , हरा धनिया","250 ग्राम अरबी  2 छोटे चमच्च इमली का पेस्ट  4 हरी मिर्च , काट ले  3 बड़े चमच्च तिल (सफ़ेद) नमक , स्वाद अनुसार तेल , प्रयोग अनुसार  1/2 छोटा चमच्च राइ  1/2 छोटा चमच्च जीरा  1/4 छोटा चमच्च हल्दी पाउडर कढ़ी पत्ता  , थोड़े हरा धनिया , थोड़ा, काट ले",20.0,20.0,"आंध्रा चमा डम्पा पुलुसु बनाने के लिए सबसे पहले अरबी को छील कर काट ले. एक सॉसपैन में पानी के साथ डाले और अरबी के नरम होने तक पका ले. इमली को 10 मिनट के लिए पानी में भिगो ले और उसका पल्प निकाल ले. अब एक छोटी कढ़ाई में तिल डाले और सुनहरा होने तक पका ले. ठंडा होने के बाद एक ब्लेंडर में डाले और पीस ले. अब एक कढ़ाई में तेल गरम करें। इसमें राइ, जीरा डाले और 10 सेकण्ड्स तक पका ले. अब इसमें हल्दी, हरी मिर्च और कढ़ी पत्ता डाले। 15 सेकण्ड्स के लिए पका ले. अब इसमें अरबी डाले और 2 मिनट के लिए पकने दे. 2 मिनट के बाद इमली का मिश्रण और नमक डाले। सबको मिला ले.अंत में तिल का पाउडर डाले और 2 मिनट के लिए और पका ले.  गैस बंद करें और हरे धनिये से गार्निश करें। आंध्रा चमा डम्पा पुलुसु को बीटरूट पचड़ी और फुल्के के साथ दिन के खाने के लिए परोसे।",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/5-jan/Arbi_With_Sesame_Tamarind_Sauce_Recipe_Chama_Dumpa_Pulusu-1-2.jpg,unknown
Vangy Pym Recipe - Vaangi Bhaatt (Recipe in hindi).,"Wangi Bhat is a delicious Maharashtrian recipe in which brinjal is used and spices are cooked with spices. More garlic is not used in it. It is easy to make, so you can make it for your daily.",Maharashtrian Recipes,Lunch,"Brinjal, rice, asafetida, oil, mustard, turmeric powder, coriander powder, long, full pepper, lentils, dry coconut, dry red chilli, coriander seeds, cumin seeds","4 brinjal 1 cup rice 1/2 teaspoon asafetida salt, 2 tablespoons oil 2 teaspoons oil 2 teaspoons of ry 1 teaspoon turmeric powder, 6 long for garnish for garnish, 6 long 7 full black pepper 1 inch dal sugar 2 tablespoon dry coconut, tighten 2 dry red chilli 1 tablespoon",20.0,30.0,"To make Vangi Bhat, first of all, soak the rice in water for 30 minutes. Wash the bangan and remove the stem. Slice the brinjal and put it in a bowl filled with water. Heat a pan. Add the given ingredients to grind it and roast for 1 minute. Put this mixture in the blender and grind it. Now heat oil in a pan. Add rye to it and after 10 seconds add brinjal. After 10 seconds, add asafetida, turmeric powder and mix. After 1 minute, add 2 tablespoons ground masala and cook for 1 minute. Now add rice to it. According to the experiment, add water, salt, mix and cover the pan. After cooking, turn off the gas and garnish with green coriander. Wangi Bhat is served with gourd raita, boondi raita and any raita of your choice.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuli_Ajay/Vaangi_Bhaat_Maharashtrian_style_Brinjal_Rice.jpg,savory
वेपमपू राइस रेसिपी - Dried Neem Flower Flavoured Rice (Recipe In Hindi),वेपमपू राइस एक ऐसी रेसिपी है जिसे तमिलनाडु के हर घर में बनाया जाता है. यह सरल रेसिपी तो है ही साथ में सेहतमंद भी है. यह नीम के फूल आपको मार्च से मई के बिच में मिलेंगे।। इन्हे अच्छी तरह धो कर 2 दिन के लिए सूखा ले और स्टेम भी निकाल ले. ,South Indian Recipes,Lunch,"ब्लैक चावल, तेल, हींग, सफ़ेद उरद दाल, नीम के पत्ते , सुखी लाल मिर्च , कढ़ी पत्ता ","1 कप ब्लैक चावल , पका ले तड़के के लिएतेल , या घी, प्रयोग अनुसार  1/3 छोटा चमच्च हींग  1/2 छोटा चमच्च सफ़ेद उरद दाल  2 छोटे चमच्च नीम के पत्ते   1 सुखी लाल मिर्च   Few कढ़ी पत्ता",320.0,50.0,"वेपमपू राइस बनाने के लिए सबसे पहले ब्लैक चावल को 6 से 8 घंटे के लिए भिगो ले. अब इन चावल को पानी के साथ कुकर में डाले और कुकर बंद कर ले.6 सिटी आने के लिए पका ले. प्रेशर निकलने दे और अलग से रख दे. अब एक कढ़ाई में तेल गरम करें। तेल के गरम होने के बाद इसमें हींग, सुखी लाल मिर्च, उरद दाल, नीम के फूल डाले और मिला ले.नीम के फूल ले पकने के बाद इसमें ब्लैक चावल डाले और मिला ले. 1 मिनट के बाद इसमें नमक डाले और 2 मिनट के लिए पकने दे. 2 मिनट के बाद गैस बंद करें और परोसे।  वेपमपू राइस को टमाटर ककड़ी प्याज रायते के साथ दिन के खाने के लिए परोसे।",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Neeru_Srikanth/Vepampoo_Rice_Dried_Neem_Flowers_Rice.jpg,unknown
One Pot Masala Vegetable Rice Recipe,"One Pot Masala Vegetables Rice Recipe is an easy rice dish that can be prepared in less than 45 minutes. A delightful combination of easily available vegetables such as cabbage, carrots, beans and basic spice powders cooked in pressure cooker will want anyone who has never cooked before to want to give it a try right away. The rice will have all the flavours of a biryani, yet easy enough to make it without the inclusion of ground masalas.",Indian,Lunch,"Coconut Oil, Cummin Seeeds (Jere), Ginger, Garlic, Onion, Tomato, Turmeric Powder (Haldi), Red Chilli powder, Gabam Masala powder, Rice, Carrots (Garren Beans), Cabbage (Patta Gobi/ Muttaikse), salt, water, coriantder (Dhania) Leaves","1 tablespoon Coconut Oil  1 teaspoon Cumin seeds (Jeera)  1 inch Ginger , finely chopped  4 cloves Garlic , finely chopped  1 Onion , finely chopped  2 Tomato , finely chopped  1 teaspoon Turmeric powder (Haldi)  1 teaspoon Red Chilli powder  1 teaspoon Garam masala powder  1 cup Rice , washed  1/4 cup Carrots (Gajjar) , chopped  1/4 cup Green beans (French Beans) , chopped  1/4 cup Cabbage (Patta Gobi/ Muttaikose) , thinly sliced Salt , to taste  2 cups Water , for cooking rice Coriander (Dhania) Leaves , chopped",20.0,40.0,"To begin making One Pot Masala Vegetable Rice Recipe, prep all the vegetables and keep them aside. In a pressure cooker pan, add one tablespoon of coconut oil and let it warm. Once the oil is warm, reduce the flame to low and add cumin seeds and saute for a minute. Now add in the sliced ginger, chopped cloves of garlic and onions and saute them until the onions turn soft and translucent. Next add in the chopped tomatoes, and saute until them until they turn mushy. Once the tomatoes are mushy, add in all the spices one by one - turmeric powder, red chilli powder and garam masala powder. Stir in the masalas well into the onion and tomato mixture Now add in the washed rice and chopped vegetables - Carrots, beans and cabbage. You can also add peas if you wish. Mix well until all the vegetables and rice gets coated with the masalas. Add 2 cups of water and close the lid of the pressure cooker. Increase the flame to high.Put the weight of the cooker and let out 2 whistles and reduce the flame to low and cook it for 2 more minutes Turn off the flame and let the pressure release naturally. One Pot Masala Vegetable Rice Recipe is ready. Garnish with chopped coriander if you wish. Serve this One Pot Masala Vegetables Rice Recipe along with a raita like Tomato Onion Cucumber Raita or a simple Tadka Raita Recipe for a sumptuous midweek dinner.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sandhya-archanaskitchen.com/One_Pot_Masala_Vegetable_Rice_Recipe.jpg,savory
Andhra style pesarattu upma recipe,"Andhra Style Pesarattu Upma Recipe is a classic combination that is had as a breakfast. A popular dish in Andhra Pradesh that is loved by most of the people and is had along with tomato chutney. Pesarattu is a crepe that is made from green lentil and rice, which is soaked before and ground to form a coarse batter that is then mixed along with some chopped onion. Upma is a simple savory pudding which is placed in between the crepe and served.",Andhra,South Indian Breakfast,"Green Moong Dal (Whole), Raw rice, Green Chillies, Ginger, Onion, Coriander (Dhania) Leaves, Salt, Oil, Sooji (Semolina/ Rava), Tomatoes, Onion, Green Chilli, Ginger, Mustard seeds (Rai/ Kadugu), White Urad Dal (Split), Curry leaves, Asafoetida (hing), Salt, Hot water, Lemon juice, Oil, Oil","For Pessaratu Batter 1 cup Green Moong Dal (Whole)  1 tablespoon Raw rice  2 Green Chillies , finely chopped  1 inch Ginger , grated  1 Onion , chopped Coriander (Dhania) Leaves , small bunch, finely chopped Salt , to taste Oil , for cooking For Upma 1 cup Sooji (Semolina/ Rava)  2 Tomatoes , finely chopped  1 Onion , finely chopped  1 Green Chilli , finely chopped  1 inch Ginger , finely chopped  1 teaspoon Mustard seeds (Rai/ Kadugu)  1 teaspoon White Urad Dal (Split)  1 sprig Curry leaves , torn  1/4 teaspoon Asafoetida (hing) Salt , as required  3 cups Hot water  1/2 Lemon juice Oil Oil",240.0,45.0,"To begin making the Pesarattu Upma Recipe will first soak the green moong dal and rice together in water for at least 3 hours.  After 3 hours drain the water.Blend the dal, green chillies and ginger by adding little water at a time to make a smooth thick batter. Transfer the batter into a large bowl, add onions, salt and coriander leaves. Stir well to combine the Pesarattu batter well. Check the salt levels and adjust to suit your taste.In a saucepan, bring the 3 cups of water, salt and sugar to a brisk boil. After it comes to a brisk boil, turn the heat to low to keep the water warm.  Our next step is to make the upma, roast the sooji in a cast iron pan and roast them till it slightly changes its colour. Keep it aside.Heat oil/ghee in a heavy bottomed pan. Add the mustard seeds, urad dal and allow it to crackle and the urad dal to turn golden brown. Stir in the asafoetida and curry leaves.Next, add the onions, green chillies and ginger and cook till the onion becomes soft and translucent.Next, add the tomatoes and allow it cook till the tomatoes becomes mushy and soft. Finally, add sooji  and gradually add the sugar and salt warm water. Keep stirring until the Upma comes together. Cook for about 5 to 8 minutes until the upma, comes away from the sides of a pan. Once the upma is cooked well, turn off the heat and keep aside.Now to make the Pesarattu. You will need a well-seasoned skillet.Preheat the skillet on medium heat; sprinkle some water to check on the pan; if it sizzles then you know the pan has the right amount of heat to spread the Pesarattu batter. Pour a ladle full of the Pesarattu batter onto the pan and spread evenly inside out to make a circle.Drizzle some oil on the top and the sides of the Pesarattu and allow it to cook on low to medium heat. Once you notice the top of the Pesarattu getting steamed, flip it over to cook on the other side.Once you notice brown spots and the Pesarattu is cooked, flip it back and place a big scoop of the upma to the side and fold it into half and remove from the pan and serve hot. Proceed the same way with the remaining Pesarattu batter.Serve the Pesarattu Upma Recipe along with tomato chutney and coconut chutney to make it a rich breakfast meal.",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Pesarattu_Upma_ANdhra_Style_Recipe-1080-2.jpg,"spicy, savory"
लेमनग्रास कोकोनट राइस रेसिपी - Lemongrass Coconut Rice (Recipe In Hindi),"लेमनग्रास कोकोनट राइस वन पॉट मील है जो कम समय में बन जाता है. इसमें प्याज और लहसुन का भी प्रयोग नहीं किया जाता। इसमें नारियल दोष, लेमन ग्रास और सब्ज़िओ का प्रयोग किया जाता है. आप इसे अपने लंच बॉक्स के लिए भी बना सकते है.  ",Indian,Lunch,"चावल, हरा बीन्स, गाजर, ब्रोकली, हरे मटर, नारियल का दूध, पानी , अदरक, पूरी काली मिर्च, लेमन ग्रास, तेल, नमक","1 कप चावल , धो कर 30 मिनट के लिए पानी में भिगो दे  1/4 कप हरा बीन्स , बारीक काट ले  1/4 कप गाजर  1/4 कप ब्रोकली  1/4 कप हरे मटर  1 कप नारियल का दूध  1+1/2 कप पानी   1/2 छोटा चमच्च अदरक , कस ले  3 पूरी काली मिर्च , क्रश कर ले  1 स्टॉक लेमन ग्रास , 2 से 3 टुकड़े कर ले  2 छोटे चमच्च तेल नमक , स्वाद अनुसार",15.0,25.0,"लेमनग्रास कोकोनट राइस बनाने के लिए एक कढ़ाई में तेल गरम कर ले. इसमें अदरक, सब्जिआ डाले और 2  मिनट के लिए पका ले. अब इसमें चावल डाले और अच्छी तरह से मिला ले. अब इसमें नारियल का दूध, पानी, लेमन ग्रास, काली मिर्च, नमक डाले और उबाला आने दे. उबाला आने के बाद , गैस की आंच कम करें, कढ़ाई को ढके और पानी के चले जाने तक पकाए। गैस बंद करें और 8 से 10 मिनट के लिए ढके रहने दे. अंत में सबको मिला ले और लेमन ग्रास निकाल दे. लेमनग्रास कोकोनट राइस को रेड थाई करी के साथ रात के खाने के लिए परोसे।",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuli_Ajay/Lemon_Grass_Rice_No_onionno_garlic_recipe.jpg,unknown
थेंगाई सादम रेसिपी - Spiced Coconut Rice (Recipe in Hindi),दक्षिण भारत में त्यौहार के समय इस सादम को बना कर भगवान को चढ़ाया जाता है. यह सेहतमंद तो है ही साथ में बनाने में भी आसान है. आप इस रेसिपी को अपने लंच बॉक्स में भी पैक कर सकते है. ,South Indian Recipes,Lunch,"चावल, तेल, नारियल, राइ, सफ़ेद उरद दाल, सुखी लाल मिर्च , हींग, कढ़ी पत्ता , हरा धनिया, काजू, नमक, घी","1 कप चावल  2 बड़े चमच्च तेल  1/2 कप नारियल , कस ले  1/2 छोटा चमच्च राइ  1 छोटा चमच्च सफ़ेद उरद दाल  2 सुखी लाल मिर्च  , तोड़ ले हींग , चुटकी भर  6 कढ़ी पत्ता   2 टहनी हरा धनिया , गार्निश के लिए  7 काजू नमक , स्वाद अनुसार  1 छोटा चमच्च घी",10.0,30.0,"थेंगाई सादम बनाने के लिए सबसे पहले चावल को धो कर कुकर में प्रयोग अनुसार पानी के साथ डाल ले. कुकर बंद करें और 3 सिटी आने तक पका ले.कुकर खोले और चावल को एक प्लेट में ठंडा करने के लिए फैला ले. आप इसमें बचे हुए चावल का भी प्रयोग कर सकते है. अब एक कढ़ाई में तेल और घी गरम करें। इसमें राइ, हींग, उरद दाल, सुखी लाल मिर्च, काजू, कढ़ी पत्ता डाले और काजू के भूरे होने तक पका ले. अब इसमें नारियल डाले और 1 से 2 मिनट के लिए पका ले. गैस बंद करें, नमक डाले और ठंडा होने दे. ठंडा होने के बाद, इसमें पके हुए चावल डाले और मिला ले. परोसे। थेंगाई सादम को वेजिटेबल कुर्मा और मसाला वडई के साथ परोसे.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Kalyani_Srinath/Thengai_Saadam_Spiced_Coconut_Rice.jpg,unknown
Tamil Nadu Style Aloo Micial Recipe - Tamil Nadu Style Potato Masiyal (Recipe in Hindi),Potato is a mixer and a whole dish that is made for breakfast. It is packed for a lunch box in every house in South India. Potatoes are boiled and cooked in South Indian spices. You can make it even when you are calling guests at your home for breakfast.,Tamil Nadu,Lunch,"Potato, onion, green chillies, ginger, garlic, cashew, gram flour, turmeric powder, salt, green coriander, sesame oil, mustard, gram dal, kadhi leaves","4 Potato, boiled, cheese and mash light 1 onion, thin chop 4 green chillies, finely chop 1/2 inch ginger, tighten 2 bud garlic, tighten 6 cashews, cut 1 teaspoon of gram flour 1/4 teaspoon gramons 1/4 teaspoon of turmeric powder, 4 twigs of coriander, finely chopped 2 teaspoons of 2 teaspoon for taste, 2 teaspoons of 2 teaspoons for taste. Chana dal 1 branch kadhi leaf",30.0,40.0,"To make Tamil Nadu Style Aloo Micial, first heat the oil in a pan.  Add rye, gram dal, curry leaves and cook for 20 seconds.  Now add ginger, garlic, green chillies, cashews and cook for 1 minute. Now add onion, turmeric powder, salt and cook till the onion becomes soft. Add 1/2 cup of water to the pan and mix. Add gram flour and 1/4 cup of water to a bowl and mix well. Put this solution in the pan and let it cook for 5 minutes. Now add potatoes to it and let it cook for the next 8 minutes. Turn off the gas and garnish with green coriander. Tamil Nadu Style Aloo Micial served with Puri and Palak Rai for morning breakfast.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Uma_Raghuraman/Tamilnadu_Style_Poori_Masal__South_Indian_Aloo_Masala_for_Poori_1600.jpg,savory
Chanar Palna Recipe - Chanar Dalna (Recipe in Hindi),Chanar Palana is a delicious Bengali dish in which cheese and potatoes are cooked with Bengali spices. You can make this curry for your daily meal. Chanar can be served with bread or rice with anyone.,Bengali Recipes,Lunch,"Paneer, potato, bay leaf, dry red chili, punch foreon masala, tomato, turmeric powder, red chili powder, cumin, ginger, salt, sugar, oil","200 grams of cheese, cut 2 potato, peel and cut 2 bottom leaves 2 dry red chilli 1 tablespon punch, make powder, make powder.",15.0,60.0,"To make Chanar Palna, first of all take cumin and ginger pumpkin. Take water in a bowl. Add red chili powder, turmeric powder del, mix and keep it separately. Heat oil in a pan. Add potatoes to it and cook until they turn brown. Keep it separately. Add cheese to this oil and cook till they turn golden. Keep it separately.  Add bay leaves, dry red chili to this pan and let it cook for 10 seconds. Now add cumin seeds, ginger paste and cook for 30 seconds. Now add red chili solution to it and cook for 2 minutes. Now add tomatoes and cook for 3 to 4 minutes. Add potatoes and 2 cups of water to it and cook until the potatoes become soft. Five immediately add masala and mix. Add paneer to it and mix. Cook and serve for 2 minutes. Serve Chanar Palna with rice and Began Bhaja for the day's dinner.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuri_Aggarwal/Chanar_Dalna.jpg,savory
गोबी के कोफ्ते रेसिपी - Gobi Ke Kofte (Recipe In Hindi),गोबी के कोफ्ते एक स्वादिष्ट करी है जिसमे गोभी के कोफ्ते को तीखी ग्रेवी में पकाया जाता है. अगर आपके घर पर मेहमान आ रहे है तो आप यह सब्ज़ी बना सकते है. हमे भरोसा है की सबको यह रेसिपी जरूर पसंद आएगी। ,North Indian Recipes,Lunch,"अदरक लहसुन का पेस्ट , दही, प्याज, तेज पत्ता, बड़ी इलाइची, दाल चीनी, लाल मिर्च पाउडर , हल्दी पाउडर, धनिया पाउडर , नमक, तेल, पानी , हरा धनिया, गोभी, बेसन , लाल मिर्च पाउडर , हरी मिर्च, नमक, पानी , तेल","1 बड़ा चमच्च अदरक लहसुन का पेस्ट   1/2 कप दही  2 प्याज , पेस्ट बना ले  2 तेज पत्ता  2 बड़ी इलाइची  1/2 इंच दाल चीनी  1 छोटा चमच्च लाल मिर्च पाउडर   1/2 छोटा चमच्च हल्दी पाउडर  1 छोटा चमच्च धनिया पाउडर  नमक , प्रयोग अनुसार तेल , प्रयोग अनुसार पानी  , प्रयोग अनुसार  2 टहनी हरा धनिया , बारीक काट ले कोफ्ते के लिए 250 ग्राम गोभी , कस ले  1/2 कप बेसन   1 छोटा चमच्च लाल मिर्च पाउडर   2 हरी मिर्च , बारीक काट ले नमक , प्रयोग अनुसार पानी  , प्रयोग अनुसार तेल , प्रयोग अनुसार, तलने के लिए",15.0,60.0,"गोबी के कोफ्ते बनाने के लिए सबसे पहले हम कोफ्ते बनाएँगे। कोफ्ते के लिए दी गई सामग्री को एक बाउल में डाले। थोड़ा पानी डाले और अच्छी तरह से मिला ले. मिलाने के बाद पकोड़े बनाए और अलग से रख दे. एक कढ़ाई में तेल गरम करें। इसमें पकोड़े डाले और भुरा होने तक पका ले. किचन टॉवल पर निकाल ले ताकि अधिक तेल निकल जाए. अलग से रख दे. अब एक कढ़ाई में तेल गरम करें। इसमें लॉन्ग, तेज पत्ता, बड़ी इलाइची और दाल चीनी डाले। 1 मिनट के बाद इसमें अदरक लहसुन का पेस्ट डाले और 5 से 8 मिनट के लिए पका ले. 5 से 8 मिनट के बाद इसमें लाल मिर्च पाउडर, हल्दी पाउडर, धनिया पाउडर, नमक डाले और 5 मिनट के लिए पका ले. 5 मिनट के बाद, गैस की आंच कम करें और दही डाले। मिला ले और प्रयोग अनुसार पानी डाले। 4 से 5 मिनट ले लिए पकने दे. अब इसमें कोफ्ते डाले और 2 मिनट और पकाए। 2 मिनट के बाद गैस बंद करें और हरे धनिये से गार्निश करें। गोबी के कोफ्ते को बूंदी रायता और तवा पराठा के साथ दिन के खाने के लिए परोसे।",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pooja_Thakur/gobi_ke_kofte_1600.jpg,unknown
